TRXN_MONTH,TRXN_DT,TRXN_AMT,MERCHT_NAME,CATG
Oct-19,07/10/2019,3.57,LOON FUNG LIMITED,Glossary
Oct-19,07/10/2019,29.53,LOON FUNG LIMITED,Glossary
Oct-19,07/10/2019,30,INSITE ENERGY V/T,Utility Bill
Oct-19,07/10/2019,8.26,TESCO STORE 2747 2747TE LONDON,Glossary
Oct-19,07/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,07/10/2019,14.34,UBER BV HELP.UBER.COM,Transport
Oct-19,08/10/2019,21.53,H3G,Utility Bill
Oct-19,08/10/2019,-21.06,CULT BEAUTY LTD,Shopping
Oct-19,08/10/2019,7.5,MARKS & SPENCER-NEW CHA LONDON,Glossary
Oct-19,08/10/2019,6.55,STARBUCKS TESCO LONDON,Eating Out
Oct-19,08/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,08/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,09/10/2019,5.19,SUBWAY-LEXO BLUE L,Eating Out
Oct-19,09/10/2019,12.75,WWW.BOOKING.GLL.OR,Gym & Sports
Oct-19,09/10/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,10/10/2019,4.31,CAPITAL ONE,Eating Out
Oct-19,10/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,10/10/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,11/10/2019,4.31,CAPITAL ONE,Eating Out
Oct-19,11/10/2019,17.78,DOMINOS PIZZA GROUP MILTON KEYNES,Eating Out
Oct-19,11/10/2019,15.56,UBER BV HELP.UBER.COM,Transport
Oct-19,12/10/2019,17.38,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,12/10/2019,5.6,SAINSBURYS SUPERMARKET LONDON,Glossary
Oct-19,12/10/2019,20,STARBUCKS TESCO LONDON,Glossary
Oct-19,13/10/2019,30,LUL TICKET MACHINE-TOTT LONDON,Transport
Oct-19,13/10/2019,19.25,THE REAL GREEK WESTFIEL LONDON,Eating Out
Oct-19,14/10/2019,3.99,KFC - STRATFORD,Eating Out
Oct-19,14/10/2019,18.35,JIA SHANGHAI,Eating Out
Oct-19,14/10/2019,50,LNK 400340GERRARD,Cash Out
Oct-19,14/10/2019,17.5,KLOOK TRAVEL TECHNOLOGY AMSTERDAM,Entertainment
Oct-19,14/10/2019,8.5,SAINSBURYS SUPERMARKET LONDON,Glossary
Oct-19,14/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,15/10/2019,6.9,STARBUCKS TESCO LONDON,Eating Out
Oct-19,15/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,16/10/2019,3.91,CAPITAL ONE,Eating Out
Oct-19,16/10/2019,2.24,"RYANAIR SANDYFORD, DUBL",Other
Oct-19,17/10/2019,4.31,CAPITAL ONE,Eating Out
Oct-19,17/10/2019,66,GREENWICH LEISURE,Gym & Sports
Oct-19,17/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,17/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,18/10/2019,4.53,CAPITAL ONE,Eating Out
Oct-19,18/10/2019,8.78,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,18/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,18/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,19/10/2019,11,&OTHER STORIES LONDON G LONDON,Shopping
Oct-19,19/10/2019,4.68,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,19/10/2019,6.4,ARABICA 5 KING STREET LONDON,Eating Out
Oct-19,19/10/2019,7.3,POST OFFICE STRATFORD LONDON,Other
Oct-19,19/10/2019,2.75,RYOHIN KEIKAKU EUROPE L LONDON,Eating Out
Oct-19,19/10/2019,13.97,SAINSBURYS SUPERMARKET LONDON,Glossary
Oct-19,20/10/2019,9.28,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,20/10/2019,2.72,AMZNMKTPLACE AMAZON.CO.UK,Shopping
Oct-19,21/10/2019,0.3,P.O. 26 - 28 THE B,Other
Oct-19,21/10/2019,8.2,LOON FUNG LIMITED,Glossary
Oct-19,21/10/2019,9,T4,Eating Out
Oct-19,21/10/2019,10.6,LOON FUNG LIMITED,Glossary
Oct-19,21/10/2019,12.75,WWW.BOOKING.GLL.OR,Gym & Sports
Oct-19,21/10/2019,242,BEHOO EXPRESS LTD,RMB (Milk Powder)
Oct-19,21/10/2019,44.65,FORTNUMANDMASON.COM LONDON,Shopping
Oct-19,21/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,21/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,22/10/2019,6.55,STARBUCKS TESCO LONDON,Eating Out
Oct-19,22/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,22/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,22/10/2019,3,WAITROSE CONVENIENCE NOTTINGHAM,Shopping
Oct-19,23/10/2019,-3.13,FORTNUM AND MASON.COM,Shopping
Oct-19,23/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,24/10/2019,2.6,CAPITAL ONE,Eating Out
Oct-19,24/10/2019,3.35,CAPITAL ONE,Eating Out
Oct-19,24/10/2019,4.54,CAPITAL ONE,Eating Out
Oct-19,24/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,24/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,25/10/2019,1.77,CAPITAL ONE,Eating Out
Oct-19,25/10/2019,4.36,CAPITAL ONE,Eating Out
Oct-19,25/10/2019,4.38,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,25/10/2019,96.26,Holland And Barrett Burton Upon Tre,Shopping
Oct-19,25/10/2019,4.45,IZ *CHATIME UK LTD. LONDON,Eating Out
Oct-19,25/10/2019,2.2,MARKS & SPENCER-NEW CHA LONDON,Glossary
Oct-19,25/10/2019,64.5,ONE PLUS LONDON,Eating Out
Oct-19,25/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,26/10/2019,4.99,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Oct-19,26/10/2019,168.9,BOOTS.COM NOTTINGHAM UK NOTTINGHAM,Shopping
Oct-19,26/10/2019,47.35,MARKS & SPENCER - STRAT LONDON,Glossary
Oct-19,26/10/2019,8.65,POST OFFICE STRATFORD LONDON,Other
Oct-19,26/10/2019,20,STARBUCKS COFFEE COMPAN LONDON,Glossary
Oct-19,26/10/2019,214.4,UNIQLO EUROPE LTD. LONDON,Shopping
Oct-19,27/10/2019,28,ESTEE LAUDER COSMETICS LONDON,Shopping
Oct-19,28/10/2019,9,T4,Eating Out
Oct-19,28/10/2019,12.79,LOON FUNG LIMITED,Glossary
Oct-19,28/10/2019,6.9,STARBUCKS TESCO LONDON,Glossary
Oct-19,28/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,28/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,29/10/2019,3.52,CAPITAL ONE,Eating Out
Oct-19,29/10/2019,8.5,BOOTS THE CHEMIST NOTTINGHAM,Shopping
Oct-19,29/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,30/10/2019,2.05,CAPITAL ONE,Eating Out
Oct-19,30/10/2019,3.7,CAPITAL ONE,Eating Out
Oct-19,30/10/2019,27.9,HUNGRYPANDA LTD,Eating Out
Oct-19,30/10/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,30/10/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Oct-19,31/10/2019,2.32,CAPITAL ONE,Eating Out
Oct-19,31/10/2019,3.52,CAPITAL ONE,Eating Out
Oct-19,31/10/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,01/11/2019,19.71,LOON FUNG LIMITED,Glossary
Nov-19,01/11/2019,16.82,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,01/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,01/11/2019,9.99,eu.battle.net Velizy Villacou,Entertainment
Nov-19,01/11/2019,-99,BOOTS.COM NOTTINGHAM UK NOTTINGHAM,Shopping
Nov-19,01/11/2019,-442.45,HARRODS LTD Harrods Ltd LONDON,Shopping
Nov-19,01/11/2019,-59,LULULEMON ATHLETICA UK LONDON,Shopping
Nov-19,01/11/2019,-83.16,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,01/11/2019,-311.85,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,01/11/2019,-42.84,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,01/11/2019,-54.81,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,02/11/2019,249,APPLE STORE R245 R245 LONDON,Electronic Product
Nov-19,02/11/2019,26.49,ITUNES.COM/BILL HOLLYHILL,Entertainment
Nov-19,02/11/2019,30.1,LOTUS GARDEN LONDON,Eating Out
Nov-19,02/11/2019,57.48,MEALPAL.CO.UK EXETER,Eating Out
Nov-19,02/11/2019,11.9,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,03/11/2019,40,TAPAS REVOLUTION STRATFORD,Eating Out
Nov-19,03/11/2019,-34.9,UNIQLO LONDON,Shopping
Nov-19,04/11/2019,5.59,SUBWAY,Eating Out
Nov-19,04/11/2019,9.58,SUBWAY,Eating Out
Nov-19,04/11/2019,18.25,LOON FUNG LIMITED,Glossary
Nov-19,04/11/2019,6.55,STARBUCKS TESCO LONDON,Shopping
Nov-19,04/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,04/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,05/11/2019,3.52,CAPITAL ONE,Eating Out
Nov-19,05/11/2019,20,TRAMLINK NOTTINGHA,Transport
Nov-19,05/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,06/11/2019,2.07,CAPITAL ONE,Eating Out
Nov-19,06/11/2019,3.69,CAPITAL ONE,Eating Out
Nov-19,06/11/2019,40.5,SEVENI BAR AND RESTAURA LONDON,Eating Out
Nov-19,06/11/2019,14.25,SHAKE SHACK LONDON,Eating Out
Nov-19,06/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,07/11/2019,1.9,CAPITAL ONE,Eating Out
Nov-19,07/11/2019,21.53,H3G,Utility Bill
Nov-19,07/11/2019,1250,JINLEI ZHONG,Jinlei's Credit Card
Nov-19,07/11/2019,3.2,IZ *BLACK SHEEP COFFEE LONDON,Eating Out
Nov-19,07/11/2019,-30,MEALPAL.CO.UK EXETER,Eating Out
Nov-19,07/11/2019,-30,MEALPAL.CO.UK EXETER,Eating Out
Nov-19,07/11/2019,1,RITUAL-TOSSED (GRESHAM LONDON,Shopping
Nov-19,07/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,08/11/2019,13.13,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Nov-19,08/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,08/11/2019,6.95,THE JAPANESE CANTEEN LONDON,Eating Out
Nov-19,09/11/2019,12.61,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,10/11/2019,30,LUL TICKET MACHINE-TOTT LONDON,Transport
Nov-19,11/11/2019,9,T4,Eating Out
Nov-19,11/11/2019,24.15,LOON FUNG LIMITED,Glossary
Nov-19,11/11/2019,50,INSITE ENERGY V/T,Utility Bill
Nov-19,11/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,11/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,12/11/2019,5.4,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Nov-19,12/11/2019,2.45,RITUAL-CITY CAPHE (IRO LONDON,Eating Out
Nov-19,12/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,12/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,13/11/2019,3.52,CAPITAL ONE,Eating Out
Nov-19,13/11/2019,213,BEHOO EXPRESS LTD,RMB (Milk Powder)
Nov-19,13/11/2019,4.25,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Nov-19,13/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,14/11/2019,0.84,CAPITAL ONE,Eating Out
Nov-19,14/11/2019,3.35,CAPITAL ONE,Eating Out
Nov-19,14/11/2019,3.95,CANNON STREET LONDON,Eating Out
Nov-19,14/11/2019,11.5,SHAKE SHACK LONDON,Eating Out
Nov-19,14/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,15/11/2019,3.65,CAPITAL ONE,Eating Out
Nov-19,15/11/2019,9.56,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,15/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,15/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,16/11/2019,16.8,CLINTON CARDS STRATFORD STRATFORD CITY,Shopping
Nov-19,16/11/2019,50,LUL TICKET MACHINE-STRA LONDON,Transport
Nov-19,16/11/2019,46.41,ROYAL CHINA LONDON,Eating Out
Nov-19,16/11/2019,5.31,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,16/11/2019,1.75,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,16/11/2019,25.5,THE WHITE COMPANY LONDON,Shopping
Nov-19,16/11/2019,42,VICTORIA'S SECRET STRAT LONDON,Shopping
Nov-19,17/11/2019,14.65,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,18/11/2019,8.9,THE OLD STREET CHI,Eating Out
Nov-19,18/11/2019,9,T4,Eating Out
Nov-19,18/11/2019,9.5,T4,Eating Out
Nov-19,18/11/2019,14.66,LOON FUNG LIMITED,Glossary
Nov-19,18/11/2019,16.89,LOON FUNG LIMITED,Glossary
Nov-19,18/11/2019,66,GREENWICH LEISURE,Gym & Sports
Nov-19,18/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,18/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,18/11/2019,228.54,W CONCEPT - ESHOPWORLD DUBLIN,Shopping
Nov-19,19/11/2019,5.64,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Nov-19,19/11/2019,4.59,BOOTS THE CHEMIST LONDON,Shopping
Nov-19,19/11/2019,8,JOE AND THE JUICE WATLI LONDON,Eating Out
Nov-19,19/11/2019,4.5,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Nov-19,19/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,19/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,20/11/2019,4.03,CAPITAL ONE,Eating Out
Nov-19,20/11/2019,6.2,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,20/11/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,21/11/2019,3.35,CAPITAL ONE,Eating Out
Nov-19,21/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,21/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,22/11/2019,3.35,CAPITAL ONE,Eating Out
Nov-19,22/11/2019,18.8,MARKS & SPENCER - STRAT LONDON,Glossary
Nov-19,22/11/2019,10.05,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,22/11/2019,20,STARBUCKS COFFEE COMPAN LONDON,Eating Out
Nov-19,22/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,22/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,23/11/2019,54.96,AMZNMKTPLACE AMAZON.CO.UK,Shopping
Nov-19,23/11/2019,115.98,Holland And Barrett Burton Upon Tre,Shopping
Nov-19,23/11/2019,3.55,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,23/11/2019,5.3,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,24/11/2019,13.5,MARKS & SPENCER - STRAT LONDON,Glossary
Nov-19,25/11/2019,2.79,LOON FUNG LIMITED,Glossary
Nov-19,25/11/2019,7.93,LOON FUNG LIMITED,Glossary
Nov-19,25/11/2019,9,T4,Eating Out
Nov-19,25/11/2019,9,T4,Eating Out
Nov-19,25/11/2019,11.72,KFC - STRATFORD,Eating Out
Nov-19,25/11/2019,14.11,LOON FUNG LIMITED,Glossary
Nov-19,25/11/2019,61,BEHOO EXPRESS LTD,RMB (Milk Powder)
Nov-19,25/11/2019,8.24,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Nov-19,25/11/2019,140.7,CHARLOTTE TILBURY BTY LONDON,Shopping
Nov-19,25/11/2019,523.8,ESHOP_SAMSONITE ARDOOIE,Shopping
Nov-19,25/11/2019,6.75,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,25/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,25/11/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,26/11/2019,9.76,LOON FUNG LIMITED,Glossary
Nov-19,26/11/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,26/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,27/11/2019,0.44,OLIVE CATERING SER,Eating Out
Nov-19,27/11/2019,3.35,CAPITAL ONE,Eating Out
Nov-19,27/11/2019,124.8,CLARINS (UK) Clarins (U LONDON,Shopping
Nov-19,27/11/2019,135.3,Holland And Barrett Burton Upon Tre,Shopping
Nov-19,27/11/2019,231.58,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,27/11/2019,210,LULULEMON ATHLETICA UK LONDON,Shopping
Nov-19,27/11/2019,4.25,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,27/11/2019,4.2,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Nov-19,28/11/2019,3.69,CAPITAL ONE,Eating Out
Nov-19,28/11/2019,355,ESTEE LAUDER COSMETICS FAREHAM,Shopping
Nov-19,28/11/2019,442.45,HARRODS LTD Harrods Ltd LONDON,Shopping
Nov-19,28/11/2019,492.66,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,28/11/2019,8.95,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,28/11/2019,1.75,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,28/11/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Nov-19,28/11/2019,78.3,UNIQLO EUROPE LTD. LONDON,Shopping
Nov-19,29/11/2019,2.2,VAT & FIDDLE,Other
Nov-19,29/11/2019,2.4,MALTY CROSS LTD,Eating Out
Nov-19,29/11/2019,4.49,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Nov-19,29/11/2019,198,BOOTS.COM NOTTINGHAM UK NOTTINGHAM,Shopping
Nov-19,29/11/2019,844.31,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,29/11/2019,5.28,MCDONALD'S STARTFORD TH LONDON,Eating Out
Nov-19,29/11/2019,127.36,NIKESTORE.COM HILVERSUM,Shopping
Nov-19,29/11/2019,11.6,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,29/11/2019,5.28,STARBUCKS COFFEE COMPAN LONDON,Eating Out
Nov-19,29/11/2019,2.8,STARBUCKS COFFEE COMPAN LONDON,Eating Out
Nov-19,30/11/2019,179.98,BOOTS.COM NOTTINGHAM UK NOTTINGHAM,Shopping
Nov-19,30/11/2019,24,JOHN LEWIS AT HOME LONDON,Shopping
Nov-19,30/11/2019,55.98,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,30/11/2019,40,LOOKFANTASTIC.COM 01618131710,Shopping
Nov-19,30/11/2019,4.62,SAINSBURYS SUPERMARKET LONDON,Glossary
Nov-19,30/11/2019,120.4,SHISEIDO UK LTD LONDON,Shopping
Dec-19,01/12/2019,5.5,MARKS & SPENCER - STRAT LONDON,Glossary
Dec-19,02/12/2019,6.15,KFC - STRATFORD -,Eating Out
Dec-19,02/12/2019,9,T4,Eating Out
Dec-19,02/12/2019,13.5,T4,Eating Out
Dec-19,02/12/2019,15.73,LOON FUNG LIMITED,Glossary
Dec-19,02/12/2019,21.3,LOON FUNG LIMITED,Glossary
Dec-19,02/12/2019,114.26,E.ON ENERGY SOLUTI,Utility Bill
Dec-19,02/12/2019,57.48,MEALPAL.CO.UK EXETER,Eating Out
Dec-19,02/12/2019,5.05,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,02/12/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,03/12/2019,4.9,STARBUCKS TESCO LONDON,Eating Out
Dec-19,03/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,03/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,04/12/2019,3.52,CAPITAL ONE,Eating Out
Dec-19,04/12/2019,4,TESCO STORE 5660 5660TE NOTTINGHAM,Glossary
Dec-19,04/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,05/12/2019,0.58,OLIVE CATERING SER,Eating Out
Dec-19,05/12/2019,3.35,CAPITAL ONE,Eating Out
Dec-19,05/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,05/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,06/12/2019,213,BEHOO EXPRESS LTD,RMB (Milk Powder)
Dec-19,06/12/2019,23.45,FORTNUM AND MASON PLC LONDON,Shopping
Dec-19,06/12/2019,6.45,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,06/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,06/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,07/12/2019,9.99,BLIZZARD ENTERTAINMENT* VERSAILLES,Entertainment
Dec-19,07/12/2019,21.5,FRESH LONDON,Eating Out
Dec-19,07/12/2019,345.45,HARRODS LTD Harrods Ltd LONDON,Shopping
Dec-19,07/12/2019,2.1,IZ *AMBER FOODS PLUS LI BARKING,Eating Out
Dec-19,07/12/2019,5.35,IZ *KISSATEN LONDON,Eating Out
Dec-19,07/12/2019,30,LUL TICKET MACHINE-HOLB LONDON,Transport
Dec-19,07/12/2019,44.97,ORIENT LONDON LONDON,Eating Out
Dec-19,07/12/2019,94.82,RYOHIN KEIKAKU EUROPE L LONDON,Shopping
Dec-19,07/12/2019,469.5,UNIQLO LONDON,Shopping
Dec-19,07/12/2019,77,YNAP SPA Karl Lagerfeld Zola Predosa,Shopping
Dec-19,08/12/2019,20.55,GOLDEN PHOENIX LONDON,Eating Out
Dec-19,08/12/2019,20,STARBUCKS COFFEE COMPAN LONDON,Glossary
Dec-19,09/12/2019,2.74,LOON FUNG LIMITED,Glossary
Dec-19,09/12/2019,6.15,LOON FUNG LIMITED,Glossary
Dec-19,09/12/2019,21.53,H3G,Utility Bill
Dec-19,09/12/2019,40,LNK EUROCHANGE CHA,Cash Out
Dec-19,09/12/2019,5,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,09/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,09/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,10/12/2019,3.28,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,10/12/2019,3.05,STARBUCKS TESCO LONDON,Eating Out
Dec-19,10/12/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,10/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,11/12/2019,0.58,OLIVE CATERING SER,Eating Out
Dec-19,11/12/2019,3.69,CAPITAL ONE,Eating Out
Dec-19,11/12/2019,28.13,HAZ RESTAURANT LONDON,Eating Out
Dec-19,11/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,12/12/2019,3.35,CAPITAL ONE,Eating Out
Dec-19,12/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,12/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,13/12/2019,4.31,CAPITAL ONE,Eating Out
Dec-19,13/12/2019,12.63,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,13/12/2019,50.27,BOOTS.COM NOTTINGHAM UK NOTTINGHAM,Shopping
Dec-19,13/12/2019,5.3,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,14/12/2019,17.8,MARKS & SPENCER - STRAT LONDON,Glossary
Dec-19,14/12/2019,22.52,UBER BV HELP.UBER.COM,Transport
Dec-19,14/12/2019,89.9,UNIQLO LONDON,Shopping
Dec-19,15/12/2019,11.57,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,15/12/2019,20,HOLLAND & BARRETT STRAT LONDON,Shopping
Dec-19,15/12/2019,15.19,KINDLE SVCS*8D13O4SV5 353-12477661,Other
Dec-19,15/12/2019,6.5,MARKS & SPENCER - STRAT LONDON,Glossary
Dec-19,15/12/2019,10.79,SAINSBURYS SUPERMARKET LONDON,Glossary
Dec-19,16/12/2019,9,T4,Eating Out
Dec-19,16/12/2019,15.12,LOON FUNG LIMITED,Glossary
Dec-19,16/12/2019,27.16,LOON FUNG LIMITED,Glossary
Dec-19,16/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,16/12/2019,2.9,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,17/12/2019,66,GREENWICH LEISURE,Gym & Sports
Dec-19,17/12/2019,3.99,3CPAYMENT*PRET A MANGER LONDON,Eating Out
Dec-19,17/12/2019,3,IZ *ROSSLYN COFFEE LONDON,Eating Out
Dec-19,17/12/2019,5.8,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,17/12/2019,5.7,TFL TRAVEL CHARGE TFL.GOV.UK/CP,Transport
Dec-19,17/12/2019,5.5,WAITROSE CONVENIENCE NOTTINGHAM,Glossary
Dec-19,18/12/2019,0.58,OLIVE CATERING SER,Eating Out
Dec-19,18/12/2019,0.72,OLIVE CATERING SER,Eating Out
Dec-19,18/12/2019,3.35,CAPITAL ONE,Eating Out
